gene_a	gene_b	n_cohorts_tested	n_significant_edges	n_positive_edges	n_negative_edges	median_rho	median_abs_rho	min_fdr	reproducible_edge	boundary
LMNA	SMAD2	3	1	1	0	-0.23722835470772452	0.2751075215863948	7.685755714637951e-10	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CAV1	LATS2	3	1	1	0	0.27492284710594567	0.27492284710594567	2.4705135110867013e-8	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUND	THY1	3	1	1	0	0.27483061241500845	0.27483061241500845	7.729967289127087e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A2	TGFB1	3	1	1	0	0.27457352773808463	0.27457352773808463	9.211459753315827e-9	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUND	MYL9	3	1	1	0	0.2741636297974326	0.2741636297974326	6.358621555067854e-9	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ANKRD1	FOSL2	3	1	1	0	0.2740455278899142	0.2740455278899142	6.255597412793594e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGB3	TEAD1	3	1	1	0	0.2739748514396401	0.2739748514396401	1.5190804018944504e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LOXL2	WWTR1	3	1	1	0	0.27347007452641253	0.27347007452641253	5.444976106939204e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGB3	TIMP2	3	1	1	0	0.2733290465473511	0.2733290465473511	8.509476349939096e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A3	ROCK2	3	1	1	0	0.2730492146846235	0.2730492146846235	1.8140047653020895e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A1	LOX	3	1	1	0	0.27275076359313377	0.27275076359313377	4.919073846757342e-7	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMB1	TGFBR2	3	1	1	0	0.2724383476821586	0.2724383476821586	9.002190927572876e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CDC42	TLN1	3	1	1	0	0.27242358580386744	0.27242358580386744	0.0019491047393466417	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LATS2	ZYX	3	1	1	0	0.27239848758836094	0.27239848758836094	7.499549708412761e-10	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CXCL8	TGFBR2	3	1	1	0	0.2722441324595813	0.2722441324595813	0.0010046247497535285	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A3	ROCK1	3	1	1	0	0.2721120756379571	0.2721120756379571	9.187650695159594e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CDC42	TEAD1	3	1	1	0	0.27195163990938637	0.27195163990938637	4.5023022699202587e-13	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A2	SMAD3	3	1	1	0	0.2718673731331958	0.2718673731331958	5.86097667102266e-11	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MYL9	TGFBR1	3	1	0	1	-0.09766407301618568	0.2718673731331958	8.963736388299131e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGAV	JUN	3	1	1	0	0.2718654584851768	0.2718654584851768	1.1832627857879469e-7	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FERMT2	JUNB	3	1	0	1	-0.27176620847506916	0.27176620847506916	2.2491127688293432e-7	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A2	FOSL2	3	1	1	0	0.2717546537969073	0.2717546537969073	2.776931762435137e-11	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A3	FOSL2	3	1	1	0	0.271606914212548	0.271606914212548	2.7830766037218833e-10	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CAV1	SMAD4	3	1	1	0	0.27123346137430643	0.27123346137430643	2.0655804488988643e-8	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
NFKBIA	TIMP2	3	1	1	0	0.27122971218995223	0.27122971218995223	8.865008126181104e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTB	YAP1	3	1	1	0	0.27115138382744014	0.27115138382744014	0.0022079238631163086	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSL2	LIMD1	3	1	1	0	0.271053477655128	0.271053477655128	9.845169901712411e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
AMOTL2	VCL	3	1	1	0	0.27103276470365073	0.27103276470365073	1.1291602912789668e-8	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSL2	MYL9	3	1	1	0	0.2709284463973136	0.2709284463973136	5.213258212616379e-8	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUND	MMP2	3	1	1	0	0.2705768409993762	0.2705768409993762	1.3104930301301716e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LOXL2	THY1	3	1	1	0	0.2704455169243901	0.2704455169243901	3.62053609503956e-25	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTA2	CCL2	3	1	1	0	0.2703246120967639	0.2703246120967639	5.703628262973667e-11	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
NFKBIA	SMAD3	3	1	1	0	0.2701910765291047	0.2701910765291047	5.110707887721785e-11	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LOXL2	SMAD2	3	1	1	0	0.270117206736925	0.270117206736925	0.0023007819300177403	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CXCL8	VCL	3	1	1	0	0.2693960298950338	0.2693960298950338	9.39391146003154e-12	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSL1	TLN1	3	1	1	0	0.2691782782026178	0.2691782782026178	1.1086132371404965e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTB	ITGA1	3	1	0	1	0.2142035180009863	0.2688039659870645	3.4566032950637216e-9	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUNB	MRTFB	3	1	0	1	-0.26875528405911	0.26875528405911	1.1378644020113608e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PXN	WWTR1	3	1	1	0	0.21039347975967693	0.2684147227283011	1.1625105396470794e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A2	TAGLN	3	1	1	0	0.2683266100987619	0.2683266100987619	1.6877906606462889e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA2	TGFBR1	3	1	1	0	0.2682935473731087	0.2682935473731087	7.955552409532914e-9	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA2	TEAD4	3	1	1	0	0.2682622541777471	0.2682622541777471	4.381403582214719e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LATS2	PXN	3	1	1	0	0.26825073660516696	0.26825073660516696	4.465137287347945e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CDC42	COL6A2	3	1	0	1	-0.2681098846140106	0.2681098846140106	5.23847223089755e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MYL9	RELA	3	1	1	0	0.2679626711316852	0.2679626711316852	2.753975495653733e-19	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA5	PLOD2	3	1	0	1	0.11949259660527264	0.2677702044790652	7.387570038839934e-8	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNA	FOS	3	1	1	0	0.26738812830362124	0.26738812830362124	5.438475055603031e-7	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PARVB	SRC	3	1	1	0	0.26723909002390006	0.26723909002390006	1.4323311777925366e-8	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA2	SMAD4	3	1	1	0	0.26718850769483676	0.26718850769483676	2.0679640646339757e-10	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
AMOTL2	MRTFA	3	1	1	0	0.2671126342012417	0.2671126342012417	4.431965837188996e-11	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ANKRD1	CDC42	3	1	1	0	0.26691944255125893	0.26691944255125893	1.277159098119346e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A2	FLNB	3	1	1	0	0.2668850137204567	0.2668850137204567	5.104063569867017e-18	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA5	MRTFA	3	1	1	0	0.26685972255592505	0.26685972255592505	6.7761449173559276e-21	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGB1	MMP14	3	1	1	0	0.2667889622114974	0.2667889622114974	7.921809469553288e-10	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ATF3	ITGAV	3	1	1	0	0.26678485833415405	0.26678485833415405	4.471358845470169e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL3A1	JUNB	3	1	1	0	0.2667655008990342	0.2667655008990342	1.5628128586996892e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LATS2	TEAD3	3	1	1	0	0.26648035508795	0.26648035508795	6.586478470547367e-9	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
DCN	FERMT2	3	1	0	1	0.13799287566893198	0.2662701389633122	1.3298880405113062e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTB	VCL	3	1	1	0	0.26618569224203026	0.26618569224203026	7.538519974704895e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A1	FN1	3	1	0	1	-0.09511425475416473	0.2658480759746582	1.8863442556229382e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A1	FN1	3	1	0	1	-0.20060253158527724	0.2658227848101265	3.0231602610268486e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSL2	TEAD3	3	1	1	0	0.2658227848101265	0.2658227848101265	1.978123592476647e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PTK2	SRF	3	1	0	1	-0.10027003512919004	0.2658227848101265	2.2891963750564195e-7	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MYLK	YAP1	3	1	1	0	0.26577120063035553	0.26577120063035553	3.921354928556889e-9	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNB	SMAD2	3	1	1	0	0.2657469113165315	0.2657469113165315	9.283255754849874e-10	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CFL1	ITGB1	3	1	1	0	0.031862503693489606	0.2657378630371878	2.9160513077382475e-7	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOS	SRC	3	1	1	0	0.26569733083817587	0.26569733083817587	0.0027536759965180665	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FN1	TAGLN	3	1	0	1	-0.10496487080994123	0.26554458200027814	3.746452359767723e-10	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
NFKBIA	WWTR1	3	1	1	0	0.26551265635772675	0.26551265635772675	0.002189481582212055	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A2	FERMT2	3	1	1	0	-0.22075392961468907	0.2653895400374273	3.745753308849595e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
TEAD4	VASP	3	1	1	0	0.26536754384855643	0.26536754384855643	5.164901413823223e-17	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CCL2	ITGB3	3	1	1	0	0.26525411208509797	0.26525411208509797	0.0027995543448837206	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A1	WWTR1	3	1	1	0	0.09056846908959583	0.26514842996463395	1.4246160525905875e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LOXL2	ROCK1	3	1	1	0	0.265032502708559	0.265032502708559	2.933424513206331e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGB3	LATS1	3	1	1	0	0.2649114659617285	0.2649114659617285	7.655362258443292e-10	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MAFF	SMAD2	3	1	1	0	0.26468468240620135	0.26468468240620135	6.356574866721602e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ATF3	ITGB1	3	1	1	0	0.26454824518204795	0.26454824518204795	3.204816045603182e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MAFG	TGFBR2	3	1	1	0	0.26437177845628546	0.26437177845628546	7.018012493650284e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LMNA	TGFBR2	3	1	1	0	-0.06834186939820741	0.26419104776194047	1.51143191600151e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
SERPINE1	TGFBR2	3	1	1	0	0.2641660415103776	0.2641660415103776	1.513255232239572e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTB	LATS2	3	1	1	0	0.26410298562197293	0.26410298562197293	1.0141356530431798e-7	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUND	VCAN	3	1	1	0	0.26406809153288024	0.26406809153288024	0.0018177784618155536	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MAFG	SPARC	3	1	1	0	0.2639765297993145	0.2639765297993145	1.8865861701191384e-8	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
TAGLN	WWTR1	3	1	1	0	0.26387536514118787	0.26387536514118787	3.21751311601763e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LOX	MYL9	3	1	1	0	0.2638177550149381	0.2638177550149381	1.0651412167460095e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTB	COL6A3	3	1	1	0	0.26369925814787026	0.26369925814787026	1.5567370063116796e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA5	TIMP1	3	1	1	0	0.26369463869463866	0.26369463869463866	6.878917552130875e-7	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LOX	RAC1	3	1	1	0	0.2635718711668078	0.2635718711668078	9.723267308393056e-16	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LMNA	THBS1	3	1	1	0	0.2634237827899799	0.2634237827899799	0.001965498275024543	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ROCK1	TAGLN	3	1	0	1	0.030762664565481466	0.26334425068602274	2.0160348956024635e-9	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
NFKBIA	PARVA	3	1	1	0	0.26331895952149115	0.26331895952149115	4.9865317777724144e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
YAP1	ZYX	3	1	1	0	0.11847073114678747	0.26330868431393556	1.5929663629757394e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNA	PLOD2	3	1	0	1	-0.1603672149446797	0.2631672125343011	1.7192580136696406e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CAV1	ROCK2	3	1	1	0	0.26316113464000784	0.26316113464000784	7.275307788673209e-11	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CCL2	SERPINE1	3	1	1	0	0.26288119648959857	0.26288119648959857	2.5076432890155983e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CAV1	JUNB	3	1	1	0	0.2627302275189599	0.2627302275189599	0.003095513767318278	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MRTFA	SRF	3	1	1	0	0.26268668040819937	0.26268668040819937	1.964551934489321e-31	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL3A1	TGFBR2	3	1	1	0	0.2626323247478536	0.2626323247478536	7.2122964706576945e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LOXL2	VCAN	3	1	1	0	0.262627630585377	0.262627630585377	2.1506052613718117e-10	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
RAC1	ZYX	3	1	1	0	0.26252039200276256	0.26252039200276256	6.251407611035512e-10	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CNN1	MMP14	3	1	1	0	0.2623651650151013	0.2623651650151013	6.79716601316964e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LATS2	LOX	3	1	1	0	0.26233260410475595	0.26233260410475595	1.017377454062065e-11	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
NFKB1	ZYX	3	1	1	0	0.2622820217756926	0.2622820217756926	1.249268616408453e-16	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PARVB	SPARC	3	1	1	0	0.2622705932565087	0.2622705932565087	0.0020690551961164813	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FN1	LAMB1	3	1	1	0	0.2621844118322991	0.2621844118322991	0.0017517202638769164	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNB	JUNB	3	1	1	0	0.2621381535860155	0.2621381535860155	1.548447831052088e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
DCN	JUNB	3	1	1	0	0.26210233428543284	0.26210233428543284	3.656715436253885e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMA2	RAC1	3	1	1	0	0.2617785398730635	0.2617785398730635	1.7430308087740612e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNB	TIMP1	3	1	1	0	0.2617370892018779	0.2617370892018779	6.715252381214313e-8	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ATF3	LOXL2	3	1	1	0	0.26166732328704156	0.26166732328704156	9.705584921390215e-7	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMB1	RELA	3	1	1	0	0.26144393241167435	0.26144393241167435	1.7787709054278608e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MAFF	TGFBR2	3	1	1	0	0.2614221221816158	0.2614221221816158	9.869992996764944e-8	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A1	PARVB	3	1	1	0	0.2612197928653624	0.2612197928653624	5.703628262973667e-11	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSB	TEAD1	3	1	1	0	-0.08119728372892929	0.2611864360722529	1.1256541309840327e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUNB	MRTFA	3	1	1	0	0.26101746354910904	0.26101746354910904	1.2115934952190282e-13	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNB	MRTFB	3	1	1	0	0.26091220985587177	0.26091220985587177	1.5072556250360572e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CDC42	FLNB	3	1	1	0	-0.009952073243212482	0.26078186213219967	4.0174013418723366e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MRTFA	SMAD2	3	1	0	1	0.2247611543386191	0.26063809608113403	2.69472158088193e-7	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTB	COL3A1	3	1	1	0	0.26054608890317815	0.26054608890317815	4.344251242614212e-10	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CFL1	VCL	3	1	1	0	0.26051036568665975	0.26051036568665975	1.879321922626393e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ANKRD1	MAFG	3	1	1	0	0.2603437344617101	0.2603437344617101	1.8984783176780937e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMA2	TGFBR1	3	1	1	0	0.2600311081323739	0.2600311081323739	1.465271794960025e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A2	JUND	3	1	1	0	0.2600216684723727	0.2600216684723727	6.988637742617873e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTB	NFKB1	3	1	1	0	0.2599447480917848	0.2599447480917848	1.9446285227995503e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
AMOTL2	LUM	3	1	1	0	0.2599066433274985	0.2599066433274985	1.9477827083891097e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MAFG	RAC1	3	1	1	0	0.2598246823598936	0.2598246823598936	1.7896649037191315e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CDC42	MRTFB	3	1	1	0	0.25980826685052033	0.25980826685052033	1.8338660266501262e-10	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MYL9	PARVB	3	1	1	0	0.2596770318289305	0.2596770318289305	1.487133567420918e-8	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CNN1	MRTFA	3	1	1	0	0.2596081356573808	0.2596081356573808	1.6163122534276203e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSL1	SMAD2	3	1	1	0	0.25957586717080383	0.25957586717080383	1.358119595678214e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
RHOA	TEAD2	3	1	1	0	0.2593735378545505	0.2593735378545505	5.739471500987349e-15	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CXCL8	FOSB	3	1	1	0	0.25933718699378405	0.25933718699378405	6.70843436228769e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTB	FOSB	3	1	1	0	0.25918858137167994	0.25918858137167994	1.2676615662598905e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A2	FERMT2	3	1	0	1	-0.2587864013920352	0.2587864013920352	0.0016655897128009817	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CXCL8	NFKB1	3	1	1	0	0.2587236718079238	0.2587236718079238	2.0868970590660858e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMA2	WWTR1	3	1	1	0	0.2585360625870753	0.2585360625870753	2.1099728911046616e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A1	TGFBR1	3	1	0	1	-0.16395400374273614	0.2585136382604737	1.264361336530071e-11	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CNN1	SPARC	3	1	1	0	0.25836780590301717	0.25836780590301717	4.72736092325344e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA1	ITGA2	3	1	1	0	0.2582607266151569	0.2582607266151569	6.159485898254283e-11	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LIMD1	MRTFB	3	1	1	0	0.2580331061343719	0.2580331061343719	6.949901448120903e-11	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA1	POSTN	3	1	1	0	0.2578560679826502	0.2578560679826502	1.2831854532073988e-17	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A1	FERMT2	3	1	0	1	-0.25778095144292323	0.25778095144292323	4.2550185635078696e-17	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ANKRD1	RHOA	3	1	1	0	0.2576230216932912	0.2576230216932912	2.2289353668997994e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUN	LOX	3	1	1	0	0.25735396560289914	0.25735396560289914	1.0676884348524655e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CAV1	PARVA	3	1	1	0	0.25725565514297905	0.25725565514297905	2.172694248828179e-9	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MYLK	VCL	3	1	1	0	0.2570873961719032	0.2570873961719032	1.2458351490341108e-12	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ROCK2	SRF	3	1	1	0	-0.09805394136380051	0.25704283213660556	2.3084743932494226e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSL1	PXN	3	1	1	0	0.25692029489497836	0.25692029489497836	1.3769281297743716e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MYL9	PXN	3	1	1	0	0.25690682556879735	0.25690682556879735	4.684459354842532e-24	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CCL2	ITGA2	3	1	1	0	0.2568534751633343	0.2568534751633343	5.03723635940723e-11	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CFL1	RELA	3	1	1	0	0.2567344627203782	0.2567344627203782	1.305833745735698e-23	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA5	TIMP2	3	1	1	0	0.2567016317016317	0.2567016317016317	6.149404023809841e-8	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ATF3	LAMA2	3	1	1	0	0.25649269460222196	0.25649269460222196	2.3861869642497456e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CNN1	PXN	3	1	1	0	0.2561886470337174	0.2561886470337174	3.334172755751008e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSB	ZYX	3	1	1	0	0.25617631069887126	0.25617631069887126	2.4298375381066558e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FERMT2	LIMD1	3	1	1	0	0.2561362687944966	0.2561362687944966	2.4319523451369566e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PARVA	TEAD4	3	1	1	0	0.25600804963145546	0.25600804963145546	1.2339181956214012e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PARVA	PLOD2	3	1	0	1	0.21620151999898832	0.25598542492766047	2.085012148406294e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTA2	VCAN	3	1	1	0	0.2559086483137115	0.2559086483137115	1.867842466738977e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MRTFA	THY1	3	1	1	0	0.2558833571491799	0.2558833571491799	2.719986552372428e-10	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
RELA	WWTR1	3	1	0	1	0.11275813388489443	0.2558580659846482	1.5981988547410495e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA2	PARVA	3	1	1	0	0.2557569013265215	0.2557569013265215	1.642125755731778e-7	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CXCL8	RHOA	3	1	1	0	0.2556097758536466	0.2556097758536466	2.3651333335158377e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGB1	MAFF	3	1	1	0	0.25552381890410053	0.25552381890410053	1.1314151707500917e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA2	MMP14	3	1	1	0	0.2553063134049049	0.2553063134049049	3.0374206952289e-11	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
SMAD2	THY1	3	1	1	0	0.25524885912209855	0.25524885912209855	3.247326005117648e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MRTFA	PTK2	3	1	1	0	0.2551246222132298	0.2551246222132298	4.206945808043856e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUND	TAGLN	3	1	1	0	0.25506418464164937	0.25506418464164937	4.56250524440364e-15	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNB	MRTFA	3	1	1	0	0.2549222928969764	0.2549222928969764	1.9319517176468558e-19	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
