accession	gene_a	gene_b	n_pair	rho	p_value	fdr	edge_significant	edge_direction	boundary
GSE130970	PTK2	TIMP1	78	-0.20127973292530252	0.07721357807525529	0.1174246001723484	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	SRC	TIMP1	78	0.5074545707457099	2.1190007341247238e-6	1.5017997266455384e-5	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	CDC42	TIMP1	78	0.7643875112229541	3.8638519935923824e-16	3.833799811419998e-14	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	LATS1	TIMP1	78	0.19098622896091247	0.09394045505416324	0.1391652726665026	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	LATS2	TIMP1	78	0.3630420212698693	0.0010878838040882417	0.0030646064260277596	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	LIMD1	TIMP1	78	-0.09085850858002754	0.42887197850159353	0.5015488171842889	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	LMNA	TIMP1	78	0.2754334273321614	0.014658918396799885	0.028432697932976318	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	MRTFA	TIMP1	78	0.16602384956815333	0.1463035414045874	0.20172764951318084	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	MRTFB	TIMP1	78	-0.14154200230149594	0.21641510253708532	0.2817182019906956	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	RAC1	TIMP1	78	0.6715183550626587	1.7066825571488802e-11	5.907238463309884e-10	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	SRF	TIMP1	78	0.0741663399891248	0.5187109591365133	0.5881270778426948	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	TIMP2	VCAN	78	0.49979134789261365	3.183074670562435e-6	2.1149447029853083e-5	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	COL1A1	TIMP2	78	0.7022218288041071	7.845526608918411e-13	3.98941050996916e-11	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	COL1A2	TIMP2	78	0.7255655736668394	5.736074879904891e-14	4.130899086899248e-12	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	COL3A1	TIMP2	78	0.6944574412928841	1.7723923453538802e-12	7.993668507075834e-11	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	COL5A1	TIMP2	78	0.7700527320780484	1.718661303886864e-16	1.967646851757653e-14	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	COL5A2	TIMP2	78	0.42796444062266836	9.288908687122171e-5	3.7601973969175425e-4	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	COL6A1	TIMP2	78	0.46926491230288686	1.465354640232624e-5	7.826325919424242e-5	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	COL6A2	TIMP2	78	0.4986026631596251	3.387479305299513e-6	2.2177558794959423e-5	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	COL6A3	TIMP2	78	0.6557619595594277	7.224667022456781e-11	2.0416543199537677e-9	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	DCN	TIMP2	78	0.7052820597124393	5.649232048583684e-13	3.039014589991102e-11	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	FN1	TIMP2	78	0.15272069702449445	0.18192163654888477	0.24218250065318142	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	LAMA2	TIMP2	78	0.6106678131994586	2.9092568463406334e-9	4.976947057053995e-8	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	LAMB1	TIMP2	78	0.25072395958471905	0.026823423990685942	0.04765880943828601	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	LUM	TIMP2	78	0.675185573919751	1.2044791940268243e-11	4.337096452685299e-10	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	POSTN	TIMP2	78	-0.008864553168350634	0.9386019749889267	0.952251265240981	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	CCL2	TIMP2	78	0.5755636768294995	3.538727268655651e-8	4.30529080505381e-7	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	CXCL8	TIMP2	78	0.4875251330947532	5.983567968856838e-6	3.620139699315146e-5	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	IL6	TIMP2	78	0.2176293587476675	0.05561656022660848	0.08897454009738691	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	NFKB1	TIMP2	78	0.22232198181565266	0.050423645258291544	0.08178044899319714	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	NFKBIA	TIMP2	78	0.12894700236472384	0.2605265798491832	0.32971972194631605	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	RELA	TIMP2	78	0.19786542571352694	0.08247553443151019	0.1242419909705442	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	ACTA2	TIMP2	78	0.4012316797126923	2.7199788640697387e-4	9.320572239502213e-4	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	CNN1	TIMP2	78	0.04348815741220804	0.7053897473088391	0.7558351864012399	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	MYL9	TIMP2	78	0.6752108650842826	1.201567018364578e-11	4.337096452685299e-10	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	MYLK	TIMP2	78	-0.07039795647390583	0.5402331319906242	0.6078984209521514	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	PXN	TIMP2	78	0.2944270918954463	0.00888099202960598	0.018392221434225742	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	RHOA	TIMP2	78	0.49974076556355024	3.1915312415300525e-6	2.116746643179746e-5	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	ROCK1	TIMP2	78	0.16845180136319374	0.1404104962728714	0.19488121413067166	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	ROCK2	TIMP2	78	-0.04922925176089732	0.6686357726742032	0.7239230661955182	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	TAGLN	TIMP2	78	0.5522705142958306	1.5900798338466327e-7	1.6283730408544072e-6	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	TIMP2	TLN1	78	0.4233361575133726	1.1260737471423871e-4	4.4494860893723524e-4	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	TIMP2	VASP	78	0.3823391798075342	5.514171091406762e-4	0.0017133454365435763	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	TIMP2	VCL	78	0.35282439079907424	0.001533305595465294	0.0041242225805738185	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	TIMP2	ZYX	78	0.5925593393947823	1.0957149067717036e-8	1.6093312693209396e-7	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	SERPINE1	TIMP2	78	0.08547149053478166	0.45685258166514064	0.5302435084831955	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	SMAD2	TIMP2	78	0.22517988340773146	0.04746099456937266	0.07753872694923122	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	SMAD3	TIMP2	78	0.07426750464725146	0.5181392270936334	0.5877773498407198	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	SMAD4	TIMP2	78	-0.14690372918221015	0.19933533651421542	0.2622369703995203	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	TGFB1	TIMP2	78	0.48208753272044397	7.854724602731507e-6	4.5606430885820774e-5	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	TGFBR1	TIMP2	78	0.4192895711883053	1.3294661069873203e-4	5.095335766264708e-4	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	TGFBR2	TIMP2	78	0.5592508757065718	1.0258632036851565e-7	1.0958084221182352e-6	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	THBS1	TIMP2	78	0.5976681546301797	7.600299381663118e-9	1.1503503979364685e-7	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	AMOTL2	TIMP2	78	0.3637248827122244	0.0010627876080978327	0.0030033839684536854	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	ANKRD1	TIMP2	78	0.4183896709609852	1.379081428239521e-4	5.253556716655144e-4	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	TEAD1	TIMP2	78	-3.920130502408983e-4	0.9972821968321895	0.9976809831593901	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	TEAD2	TIMP2	78	0.4441507859229378	4.633389330874534e-5	2.075033436545115e-4	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	TEAD3	TIMP2	78	0.17902350813743215	0.11681942139324157	0.16733997963452793	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	TEAD4	TIMP2	78	0.40550588651854463	2.304421179064993e-4	8.153122475851976e-4	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	TIMP2	WWTR1	78	0.3175685074419251	0.004609313680414372	0.010425828562842031	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	TIMP2	YAP1	78	0.5065187976580381	2.22813093587138e-6	1.566709390341057e-5	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	ACTB	TIMP2	78	0.5557859861657329	1.2767579609960312e-7	1.338198191513446e-6	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	CAV1	TIMP2	78	0.4104882459312838	1.894090296142827e-4	6.903765854920591e-4	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	CFL1	TIMP2	78	0.49192579572326395	4.784477617886955e-6	3.0003781690821986e-5	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	FLNA	TIMP2	78	0.6441786062039225	1.97900348825573e-10	4.909028097256575e-9	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	FLNB	TIMP2	78	0.06594671151633176	0.566206505360286	0.6325023883997191	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	PFN1	TIMP2	78	0.3989048925757786	2.9741189427741604e-4	0.001006780976458425	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	FERMT2	TIMP2	78	-0.2635718711668078	0.01972106703482037	0.0367046954191217	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	ITGA1	TIMP2	78	-0.02436803702626487	0.8322868909373233	0.8634202992646721	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	ITGA2	TIMP2	78	0.003907484920143148	0.9729146886214294	0.9788337279618483	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	ITGA5	TIMP2	78	0.12502687186231487	0.2754198026793288	0.3459210742512526	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	ITGAV	TIMP2	78	0.5477433958446616	2.1016299571461233e-7	2.0714741189089272e-6	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	ITGB1	TIMP2	78	0.4992349422729168	3.2772661729960612e-6	2.1550800386491034e-5	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	ITGB3	TIMP2	78	0.3375738185864767	0.0025070220577365883	0.006191290645903688	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	PARVA	TIMP2	78	0.3746000834608429	7.277951511945635e-4	0.0021592062126802166	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	PARVB	TIMP2	78	0.1980677550297803	0.08215597446511394	0.12384416812516331	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	PTK2	TIMP2	78	-0.011722454760429442	0.9188662981779809	0.9360570434325086	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	SRC	TIMP2	78	0.3961481556418265	3.303342205183258e-4	0.0010990628126783344	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	CDC42	TIMP2	78	0.4593001934774086	2.338940631584716e-5	1.1720953894529469e-4	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	LATS1	TIMP2	78	0.12404051644557972	0.2792550425354753	0.3495581062295759	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	LATS2	TIMP2	78	0.35310259360892265	0.0015192699995635137	0.00409634091065887	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	LIMD1	TIMP2	78	-0.019588006929779078	0.8648372433736595	0.8930384578314962	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	LMNA	TIMP2	78	0.2507492507492507	0.026807556763200943	0.04764957840274371	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	MRTFA	TIMP2	78	0.24753727285372848	0.028887308929768162	0.05064068879914207	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	MRTFB	TIMP2	78	0.055147384261308295	0.6315472171165377	0.6914807073137178	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	RAC1	TIMP2	78	0.5490838275648401	1.935863913816372e-7	1.946764048466239e-6	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	SRF	TIMP2	78	0.26273726273726267	0.020127718613471266	0.03736809297677721	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	COL1A1	VCAN	78	0.48767688008194326	5.937907085581505e-6	3.602276513195845e-5	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	COL1A2	VCAN	78	0.6218717990869889	1.2271154450187907e-9	2.4078812433252902e-8	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	COL3A1	VCAN	78	0.5633986266897658	7.868859326108579e-8	8.63254469068177e-7	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	COL5A1	VCAN	78	0.6506278531594986	1.1352922568874935e-10	2.9536456456823566e-9	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	COL5A2	VCAN	78	0.44106526385007383	5.304731947833351e-5	2.3243992293499425e-4	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	COL6A1	VCAN	78	0.3287472021649236	0.0032960423143087673	0.0077949305791253426	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	COL6A2	VCAN	78	0.4355012076531063	6.748585627452371e-5	2.853450267668072e-4	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	COL6A3	VCAN	78	0.5930398715208841	1.058942331880674e-8	1.5604546243720161e-7	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	DCN	VCAN	78	0.6572288471022647	6.339287803056462e-11	1.8499947738985034e-9	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	FN1	VCAN	78	0.08602789615447841	0.45391683670914107	0.5273845110346903	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	LAMA2	VCAN	78	0.6273852729548931	7.922914963583446e-10	1.6487245206415076e-8	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	LAMB1	VCAN	78	0.29652625855157494	0.008385510676141164	0.017463295321348087	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	LUM	VCAN	78	0.6372488271222447	3.543947786836019e-10	8.198822211514418e-9	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	POSTN	VCAN	78	-0.23871065643217537	0.035314972671620745	0.05990932863935675	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	CCL2	VCAN	78	0.5304442393049987	5.880423981001222e-7	5.039557212124849e-6	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	CXCL8	VCAN	78	0.6037127429532491	4.88920186439197e-9	7.713882093466483e-8	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	IL6	VCAN	78	0.20431529184261804	0.07276371146520878	0.11195381519371372	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	NFKB1	VCAN	78	0.33441242302001783	0.0027676745564236553	0.006723431389788695	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	NFKBIA	VCAN	78	-0.02143426194059105	0.8522351166034483	0.8814523501585352	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	RELA	VCAN	78	-0.03835405101227885	0.7388417071602325	0.7843386168498426	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	ACTA2	VCAN	78	0.2559086483137115	0.02373245514233324	0.042987996839966694	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	CNN1	VCAN	78	0.05727184208196865	0.6184460088396895	0.6796360889660875	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	MYL9	VCAN	78	0.35550525423943136	0.0014027952572871294	0.0038099031774860292	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	MYLK	VCAN	78	-0.2228025139417544	0.049915139265127376	0.08107351648555611	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	PXN	VCAN	78	0.1336005766385513	0.24356810696695355	0.3111678390865372	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	RHOA	VCAN	78	0.41916311536564693	1.336337182110601e-4	5.117277459797455e-4	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	ROCK1	VCAN	78	0.19859886948494537	0.0813218102258256	0.12279400833896223	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	ROCK2	VCAN	78	0.014125115390938171	0.9023116874373948	0.9224939382105082	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	TAGLN	VCAN	78	0.4316316594797606	7.959008454057845e-5	3.2722811001259923e-4	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	TLN1	VCAN	78	0.397185093387625	3.1757729108298534e-4	0.0010645515050191664	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	VASP	VCAN	78	0.4273574526739083	9.527915638544201e-5	3.832625524873861e-4	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	VCAN	VCL	78	0.4274333261675033	9.497731669880774e-5	3.823928936520979e-4	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	VCAN	ZYX	78	0.34346665992235603	0.0020792067199950606	0.005298891555238554	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	SERPINE1	VCAN	78	-0.0067400953476902834	0.9532973999638228	0.9627850917978893	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	SMAD2	VCAN	78	0.29938416014365377	0.007749967218362218	0.01629938936881173	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	SMAD3	VCAN	78	0.08762123951997368	0.4455678885565001	0.5191703085607444	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	SMAD4	VCAN	78	-0.08703954273574525	0.4486059324769083	0.5223013007847186	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	TGFB1	VCAN	78	0.4342366494265228	7.123965742332048e-5	2.9755385443884557e-4	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	TGFBR1	VCAN	78	0.27535755383856647	0.014687337284435928	0.028475449837171696	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	TGFBR2	VCAN	78	0.4152429848632379	1.56632124991172e-4	5.857306851638048e-4	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	THBS1	VCAN	78	0.5958218996193678	8.680865563824623e-9	1.2920021580825647e-7	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	AMOTL2	VCAN	78	0.1633429861277962	0.1530237966849438	0.20920124072206803	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	ANKRD1	VCAN	78	0.48412307007403343	7.097910556969704e-6	4.161621013739438e-5	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	TEAD1	VCAN	78	-0.10029211295034078	0.38230292462947724	0.45422633274896645	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	TEAD2	VCAN	78	0.2586653852476637	0.022216068768459787	0.04055386224496032	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	TEAD3	VCAN	78	0.05595670152632176	0.6265426022749112	0.6870119644296362	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	TEAD4	VCAN	78	0.42027592660504043	1.276980745015917e-4	4.932282894892793e-4	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	VCAN	WWTR1	78	0.16845180136319374	0.1404104962728714	0.19488121413067166	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	VCAN	YAP1	78	0.4512070208272739	3.383490549201507e-5	1.5969646196812608e-4	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	ACTB	VCAN	78	0.39020473197688377	4.129707000508357e-4	0.0013449410472115108	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	CAV1	VCAN	78	0.3226773226773226	0.003960415998914049	0.009138634333411487	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	CFL1	VCAN	78	0.4166845812415432	1.4778075462010956e-4	5.570279334985751e-4	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	FLNA	VCAN	78	0.5359324220083712	4.269120290500017e-7	3.843068971186003e-6	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	FLNB	VCAN	78	0.07105552675172927	0.5364462881351182	0.6043988585726224	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	PFN1	VCAN	78	0.38952187053452864	4.235884226110118e-4	0.0013745074905219241	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	FERMT2	VCAN	78	-0.40818674995890175	2.0744570827280914e-4	7.475747275529402e-4	TRUE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	ITGA1	VCAN	78	-0.05431277583176316	0.6367256174790563	0.695955907477108	FALSE	negative	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	ITGA2	VCAN	78	0.13190606861492934	0.24965294014901174	0.3176689591807744	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	ITGA5	VCAN	78	0.02472211332970826	0.8298862279061872	0.8615080005647282	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	ITGAV	VCAN	78	0.5737932953122826	3.983198262682038e-8	4.7050212282738883e-7	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	ITGB1	VCAN	78	0.5182538980007333	1.1740628373006377e-6	8.961009518884354e-6	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	ITGB3	VCAN	78	0.09960925150798566	0.3855681485873903	0.45737560665321403	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	PARVA	VCAN	78	0.3597794610452838	0.0012153622350567972	0.003376846533620784	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	PARVB	VCAN	78	0.2649628852160497	0.01905893737350085	0.035620826861733484	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	PTK2	VCAN	78	0.015541420604711741	0.8925721900132488	0.9152952416731807	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	SRC	VCAN	78	0.35687097712414156	0.0013402451410156294	0.003680316454264936	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	CDC42	VCAN	78	0.5075051530747732	2.113247511663646e-6	1.50010336082324e-5	TRUE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	LATS1	VCAN	78	0.16971635958977727	0.1374129618839524	0.1916142644634127	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
GSE130970	LATS2	VCAN	78	0.28218616826211756	0.012312543270615352	0.024401023392497802	FALSE	positive	Bulk coexpression edge among locked genes; association only, not direct interaction or causal regulation.
